"composer_name","composer_cat_name","composer_page_id","composer_ns"
"Avondano, Pedro António","Category:Avondano, Pedro António","215729","14"
"Aylward, Theodore","Category:Aylward, Theodore","434444","14"
"Ayres, Frederick","Category:Ayres, Frederick","125878","14"
"Azais, Pierre-Hyacinthe","Category:Azais, Pierre-Hyacinthe","329244","14"
"Azanchevsky, Mikhail","Category:Azanchevsky, Mikhail","224746","14"
"Azat, Cagatay","Category:Azat, Cagatay","209633","14"
"Azevedo e Silva, Fernando d'","Category:Azevedo e Silva, Fernando d'","460557","14"
"Azzaiolo, Filippo","Category:Azzaiolo, Filippo","428132","14"
"Babcock, Samuel","Category:Babcock, Samuel","426189","14"
"Babell, William","Category:Babell, William","50543","14"
"Babou, Thomas","Category:Babou, Thomas","247827","14"
"Baccusi, Ippolito","Category:Baccusi, Ippolito","286266","14"
"Bach, August Wilhelm","Category:Bach, August Wilhelm","111006","14"
"Bach, Carl Philipp Emanuel","Category:Bach, Carl Philipp Emanuel","4560","14"
"Bach, Christoph","Category:Bach, Christoph","166810","14"
"Bach, Emanuel","Category:Bach, Emanuel","300538","14"
"Bach, Heinrich","Category:Bach, Heinrich","163093","14"
"Bach, Johann Bernhard","Category:Bach, Johann Bernhard","180589","14"
"Bach, Johann Christian","Category:Bach, Johann Christian","9605","14"
"Bach, Johann Christoph","Category:Bach, Johann Christoph","8437","14"
"Bach, Johann Christoph Friedrich","Category:Bach, Johann Christoph Friedrich","9526","14"
"Bach, Johann Ernst","Category:Bach, Johann Ernst","29264","14"
"Bach, Johann Lorenz","Category:Bach, Johann Lorenz","456654","14"
"Bach, Johann Ludwig","Category:Bach, Johann Ludwig","149325","14"
"Bach, Johann Michael","Category:Bach, Johann Michael","104419","14"
"Bach, Johann Nicolaus","Category:Bach, Johann Nicolaus","393485","14"
"Bach, Johann Sebastian","Category:Bach, Johann Sebastian","1452","14"
"Bach, Leonhard Emil","Category:Bach, Leonhard Emil","51454","14"
"Bach, Wilhelm Friedemann","Category:Bach, Wilhelm Friedemann","6101","14"
"Bach, Wilhelm Friedrich Ernst","Category:Bach, Wilhelm Friedrich Ernst","452361","14"
"Bache, Constance","Category:Bache, Constance","194249","14"
"Bacheler, Daniel","Category:Bacheler, Daniel","70071","14"
"Bachelet, Alfred","Category:Bachelet, Alfred","154208","14"
"Bachmann, Georges","Category:Bachmann, Georges","72729","14"
"Bachmann, Joseph Siegmund","Category:Bachmann, Joseph Siegmund","169135","14"
"Baci, Adolfo","Category:Baci, Adolfo","124991","14"
"Bacilly, Bertrand de","Category:Bacilly, Bertrand de","203320","14"
"Bäck, Knut","Category:Bäck, Knut","463917","14"
"Backer-Grøndahl, Agathe","Category:Backer-Grøndahl, Agathe","13557","14"
"Backer-Lunde, Johan","Category:Backer-Lunde, Johan","319921","14"
"Backofen, Johann Georg Heinrich","Category:Backofen, Johann Georg Heinrich","195788","14"
"Backus, Eleazer Fitch","Category:Backus, Eleazer Fitch","418310","14"
"Baclay, George","Category:Baclay, George","457988","14"
"Bacsi, Thomas","Category:Bacsi, Thomas","201529","14"
"Bądarzewska-Baranowska, Tekla","Category:Bądarzewska-Baranowska, Tekla","70049","14"
"Baden Powell de Aquino","Category:Baden Powell de Aquino","430105","14"
"Badi, Antonio","Category:Badi, Antonio","285549","14"
"Bading, Heinrich","Category:Bading, Heinrich","219790","14"
"Baena, Gonzalo de","Category:Baena, Gonzalo de","359073","14"
"Baermann Jr., Carl","Category:Baermann Jr., Carl","401612","14"
"Baermann, Carl","Category:Baermann, Carl","72854","14"
"Baermann, Heinrich","Category:Baermann, Heinrich","70064","14"
"Baetens, Charles M","Category:Baetens, Charles M","460799","14"
"Baettenhaussen, William","Category:Baettenhaussen, William","311346","14"
"Bagantz, Aleksandr","Category:Bagantz, Aleksandr","429368","14"
"Baghetti, Andrea","Category:Baghetti, Andrea","153033","14"
"Baglioni, Antonio","Category:Baglioni, Antonio","76920","14"
"Bagnacavallo, Francesco Antonio da","Category:Bagnacavallo, Francesco Antonio da","452139","14"
"Bahr, Paul","Category:Bahr, Paul","307057","14"
"Bai, Tommaso","Category:Bai, Tommaso","107744","14"
"Baier, Peter","Category:Baier, Peter","278412","14"
"Baildon, Joseph","Category:Baildon, Joseph","388515","14"
"Bailey, Eben Howe","Category:Bailey, Eben Howe","346391","14"
"Baille, Casimir","Category:Baille, Casimir","149172","14"
"Baille, Gabriel","Category:Baille, Gabriel","101213","14"
"Baillot, Pierre","Category:Baillot, Pierre","65804","14"
"Baines, William","Category:Baines, William","21494","14"
"Baini, Giuseppe","Category:Baini, Giuseppe","297651","14"
"Bainton, Edgar Leslie","Category:Bainton, Edgar Leslie","208058","14"
"Bairstow, Edward Cuthbert","Category:Bairstow, Edward Cuthbert","79684","14"
"Bajamonti, Julije","Category:Bajamonti, Julije","60830","14"
"Bajić, Isidor","Category:Bajić, Isidor","68653","14"
"Bakalian, Craig","Category:Bakalian, Craig","71949","14"
"Baker, Charley","Category:Baker, Charley","435030","14"
"Baker, Fred T.","Category:Baker, Fred T.","427462","14"
"Baker, Robert A.","Category:Baker, Robert A.","310962","14"
"Baker, Theodore","Category:Baker, Theodore","190204","14"
"Baker, Thomas","Category:Baker, Thomas","435038","14"
"Bakfark, Bálint","Category:Bakfark, Bálint","100735","14"
"Balakirev, Mily","Category:Balakirev, Mily","3365","14"
"Balart, José","Category:Balart, José","154372","14"
"Balay, Guillaume","Category:Balay, Guillaume","109902","14"
"Balbastre, Claude-Bénigne","Category:Balbastre, Claude-Bénigne","70056","14"
"Balbi, Ludovico","Category:Balbi, Ludovico","284795","14"
"Baldenecker, Nicolas","Category:Baldenecker, Nicolas","145549","14"
"Baldenecker, Udalrich","Category:Baldenecker, Udalrich","145540","14"
"Baldwin, John","Category:Baldwin, John","390020","14"
"Baldwin, Minor Coe","Category:Baldwin, Minor Coe","305849","14"
"Baldwin, Ralph Lyman","Category:Baldwin, Ralph Lyman","385172","14"
"Baldwin, Samuel Atkinson","Category:Baldwin, Samuel Atkinson","458777","14"
"Balfe, Michael William","Category:Balfe, Michael William","96984","14"
"Ball, William","Category:Ball, William","132226","14"
"Ballabene, Gregorio","Category:Ballabene, Gregorio","220787","14"
"Balladori, Angelo","Category:Balladori, Angelo","238622","14"
"Ballione, Gerolamo","Category:Ballione, Gerolamo","297528","14"
"Balmer, Charles","Category:Balmer, Charles","133979","14"
"Balocchi, Luigi","Category:Balocchi, Luigi","114577","14"
"Balorre, Charles de","Category:Balorre, Charles de","149186","14"
"Baltzar, Thomas","Category:Baltzar, Thomas","15061","14"
"Banchi d'Argenta, Giovanni","Category:Banchi d'Argenta, Giovanni","291677","14"
"Banchieri, Adriano","Category:Banchieri, Adriano","15065","14"
"Banck, Carl","Category:Banck, Carl","70595","14"
"Band, Erich Richard","Category:Band, Erich Richard","134451","14"
"Banès, Antoine","Category:Banès, Antoine","147429","14"
"Banester, Gilbert","Category:Banester, Gilbert","459157","14"
"Bang, Maia","Category:Bang, Maia","239661","14"
"Banister 'The Younger', John","Category:Banister 'The Younger', John","384777","14"
"Banister, John","Category:Banister, John","15173","14"
"Bantock, Granville","Category:Bantock, Granville","30065","14"
"Bao, Yuankai","Category:Bao, Yuankai","190160","14"
"Baptiste, Ludwig Albert Friedrich","Category:Baptiste, Ludwig Albert Friedrich","88768","14"
"Baravalle, Vittorio","Category:Baravalle, Vittorio","382616","14"
"Barbandt, Charles","Category:Barbandt, Charles","102006","14"
"Barbedette, Hippolyte","Category:Barbedette, Hippolyte","197112","14"
"Barbella, Emanuele","Category:Barbella, Emanuele","46773","14"
"Barbella, Francesco","Category:Barbella, Francesco","431421","14"
"Barber, Robert","Category:Barber, Robert","124160","14"
"Barbetta, Giulio Cesare","Category:Barbetta, Giulio Cesare","336765","14"
"Barbier, Jean","Category:Barbier, Jean","124761","14"
"Barbieri, Francisco Asenjo","Category:Barbieri, Francisco Asenjo","114538","14"
"Barbieri, Girolamo","Category:Barbieri, Girolamo","237745","14"
"Barbieri, Luigi","Category:Barbieri, Luigi","452172","14"
"Barbireau, Jacobus","Category:Barbireau, Jacobus","255158","14"
"Barblan, Otto","Category:Barblan, Otto","278621","14"
"Barbosa, Cacilda Borges","Category:Barbosa, Cacilda Borges","197111","14"
"Barbot, Paul","Category:Barbot, Paul","215179","14"
"Barbot, Sylvain D.","Category:Barbot, Sylvain D.","68260","14"
"Barbour, Florence Newell","Category:Barbour, Florence Newell","226890","14"
"Bardi, Agustín","Category:Bardi, Agustín","427314","14"
"Bärenz, Manuel","Category:Bärenz, Manuel","374492","14"
"Bargiel, Woldemar","Category:Bargiel, Woldemar","13917","14"
"Bargnani, Ottavio","Category:Bargnani, Ottavio","435623","14"
"Barié, Augustin","Category:Barié, Augustin","37920","14"
"Barili, Alfredo","Category:Barili, Alfredo","165529","14"
"Barili, Antonio","Category:Barili, Antonio","361825","14"
"Baring-Gould, Sabine","Category:Baring-Gould, Sabine","320035","14"
"Barker, George","Category:Barker, George","211669","14"
"Barletta, Giustino","Category:Barletta, Giustino","399754","14"
"Barley, William","Category:Barley, William","238774","14"
"Barmann, Johann Friedrich","Category:Barmann, Johann Friedrich","93989","14"
"Barmas, Issay","Category:Barmas, Issay","445534","14"
"Barmotin, Semyon","Category:Barmotin, Semyon","224539","14"
"Barnard, Charlotte Alington","Category:Barnard, Charlotte Alington","323382","14"
"Barnby, Joseph","Category:Barnby, Joseph","43792","14"
"Barnekow, Christian","Category:Barnekow, Christian","50553","14"
"Barnes, Edward Shippen","Category:Barnes, Edward Shippen","183891","14"
"Barnett, John Francis","Category:Barnett, John Francis","116062","14"
"Barni, Camillo","Category:Barni, Camillo","135981","14"
"Barns, Ethel","Category:Barns, Ethel","269238","14"
"Baron, Ernst Gottlieb","Category:Baron, Ernst Gottlieb","447900","14"
"Barratt, Edgar","Category:Barratt, Edgar","165580","14"
"Barré, Anthony","Category:Barré, Anthony","428899","14"
"Barré, Antonio","Category:Barré, Antonio","451539","14"
"La Barre, Joseph de","Category:La Barre, Joseph de","259136","14"
"La Barre, Michel de","Category:La Barre, Michel de","451531","14"
"Barrera, Enrique","Category:Barrera, Enrique","91776","14"
"Barrère, Georges","Category:Barrère, Georges","330078","14"
"Barret, Apollon Marie-Rose","Category:Barret, Apollon Marie-Rose","196017","14"
"Barrett, John","Category:Barrett, John","202536","14"
"Barrett, William Alexander","Category:Barrett, William Alexander","209215","14"
"Barri, Odoardo","Category:Barri, Odoardo","138397","14"
"Barrière, Jean-Baptiste","Category:Barrière, Jean-Baptiste","49210","14"
"Barrios Mangoré, Agustín","Category:Barrios Mangoré, Agustín","151079","14"
"Barrow, Alex","Category:Barrow, Alex","201754","14"
"Barrus, Hiram G.","Category:Barrus, Hiram G.","336879","14"
"Barry, Katherine","Category:Barry, Katherine","230565","14"
"Barsanti, Francesco","Category:Barsanti, Francesco","176595","14"
"Bartalus, István","Category:Bartalus, István","293191","14"
"Barth, Christian Frederik","Category:Barth, Christian Frederik","53480","14"
"Barth, Richard","Category:Barth, Richard","87596","14"
"Barth, Rudolph","Category:Barth, Rudolph","187738","14"
"Barthe, Adrien","Category:Barthe, Adrien","118796","14"
"Barthel, Johann Christian","Category:Barthel, Johann Christian","165562","14"
"Barthélémon, François-Hippolyte","Category:Barthélémon, François-Hippolyte","323790","14"
"Bartholdy, Johan","Category:Bartholdy, Johan","170712","14"
"Bartlet, John","Category:Bartlet, John","265360","14"
"Bartlett, Homer Newton","Category:Bartlett, Homer Newton","30072","14"
"Bartmuss, Richard","Category:Bartmuss, Richard","187651","14"
"Bartók, Béla","Category:Bartók, Béla","3077","14"
"Bartolini, Orindio","Category:Bartolini, Orindio","288050","14"
"Bas, Giulio","Category:Bas, Giulio","90677","14"
"Bas, Louis-Jean-Baptiste","Category:Bas, Louis-Jean-Baptiste","207593","14"
"Basa, Nathaniel","Category:Basa, Nathaniel","105543","14"
"Basiron, Philippe","Category:Basiron, Philippe","132701","14"
"Baskette, Billy","Category:Baskette, Billy","410136","14"
"Bass, Roderich","Category:Bass, Roderich","399013","14"
"Bassani, Giovanni Battista","Category:Bassani, Giovanni Battista","62258","14"
"Bassano, Augustine","Category:Bassano, Augustine","236798","14"
"Bassano, Giovanni","Category:Bassano, Giovanni","124172","14"
"Bassano, Jerome","Category:Bassano, Jerome","424027","14"
"Bassett, Karolyn Wells","Category:Bassett, Karolyn Wells","371881","14"
"Bassford, William Kipp","Category:Bassford, William Kipp","196761","14"
"Bassi, Felice","Category:Bassi, Felice","415600","14"
"Bassi, Luigi","Category:Bassi, Luigi","84718","14"
"Bastard, Jean","Category:Bastard, Jean","432130","14"
"Bastard, William","Category:Bastard, William","100581","14"
"Bästel, Johann Ernst","Category:Bästel, Johann Ernst","461325","14"
"Bastiaans, Johannes Gijsbertus","Category:Bastiaans, Johannes Gijsbertus","390104","14"
"Baston, John","Category:Baston, John","312866","14"
"Baston, Josquin","Category:Baston, Josquin","359599","14"
"Bataille, Gabriel","Category:Bataille, Gabriel","398423","14"
"Batchelder, Frederick William","Category:Batchelder, Frederick William","191942","14"
"Bateman, Robert","Category:Bateman, Robert","240055","14"
"Bates, Michael","Category:Bates, Michael","431558","14"
"Bateson, Thomas","Category:Bateson, Thomas","57102","14"
"Bath, Hubert","Category:Bath, Hubert","464304","14"
"Bati, Luca","Category:Bati, Luca","282489","14"
"Batiste, Edouard","Category:Batiste, Edouard","10544","14"
"Batka, Richard","Category:Batka, Richard","451777","14"
"Bâton, Charles","Category:Bâton, Charles","117690","14"
"Bâton, Henri","Category:Bâton, Henri","384782","14"
"Batsimm, Connor Andrew","Category:Batsimm, Connor Andrew","228632","14"
"Batson, Arthur Wellesley","Category:Batson, Arthur Wellesley","425294","14"
"Batta, Alexandre","Category:Batta, Alexandre","30594","14"
"Battanchon, Félix","Category:Battanchon, Félix","97153","14"
"Batten, Adrian","Category:Batten, Adrian","383088","14"
"Battiferri, Luigi","Category:Battiferri, Luigi","220812","14"
"Battishill, Jonathan","Category:Battishill, Jonathan","316427","14"
"Battke, Max","Category:Battke, Max","134770","14"
"Battmann, Jacques-Louis","Category:Battmann, Jacques-Louis","85633","14"
"Battre, H","Category:Battre, H","104973","14"
"Bauck, Wilhelm","Category:Bauck, Wilhelm","87590","14"
"Baudet-Maget, Aloys","Category:Baudet-Maget, Aloys","231276","14"
"Baudiot, Charles Nicolas","Category:Baudiot, Charles Nicolas","221129","14"
"Bauer, Alois","Category:Bauer, Alois","302714","14"
"Bauer, Emilie Frances","Category:Bauer, Emilie Frances","384522","14"
"Bauer, Harold","Category:Bauer, Harold","30598","14"
"Bauer, Johann Baptist","Category:Bauer, Johann Baptist","464037","14"
"Bauer, Joseph Anton","Category:Bauer, Joseph Anton","194230","14"
"Bauer, Marion","Category:Bauer, Marion","251403","14"
"Baum, L. Frank","Category:Baum, L. Frank","70042","14"
"Baumbach, Adolph","Category:Baumbach, Adolph","101048","14"
"Baumberg, J. C.","Category:Baumberg, J. C.","191340","14"
"Baumfelder, Friedrich","Category:Baumfelder, Friedrich","145050","14"
"Baumgarten, Carl Friedrich","Category:Baumgarten, Carl Friedrich","152318","14"
"Baumgärtner, Johann Baptist","Category:Baumgärtner, Johann Baptist","221054","14"
"Baun, Christian","Category:Baun, Christian","423241","14"
"Baur, Jean","Category:Baur, Jean","296946","14"
"Baussnern, Waldemar von","Category:Baussnern, Waldemar von","71598","14"
"Bax, Arnold","Category:Bax, Arnold","4221","14"
"Baxter, John","Category:Baxter, John","357957","14"
"Bay, Rudolph","Category:Bay, Rudolph","88705","14"
"Bayer, Josef","Category:Bayer, Josef","155289","14"
"Bayley, Clowes","Category:Bayley, Clowes","426619","14"
"Bayley, Daniel","Category:Bayley, Daniel","424999","14"
"Bayly, Anselm","Category:Bayly, Anselm","182792","14"
"Bayly, Thomas Haynes","Category:Bayly, Thomas Haynes","151815","14"
"Bayrhoffer, Carl","Category:Bayrhoffer, Carl","385800","14"
"Bazelaire, Paul","Category:Bazelaire, Paul","168906","14"
"Bazilevsky, Georgy","Category:Bazilevsky, Georgy","386972","14"
"Bazin, François","Category:Bazin, François","143367","14"
"Bazzini, Antonio","Category:Bazzini, Antonio","24340","14"
"Bazzoni, Giovanni Luigi","Category:Bazzoni, Giovanni Luigi","117165","14"
"Beach, Amy Marcy","Category:Beach, Amy Marcy","70111","14"
"Beach, John Parsons","Category:Beach, John Parsons","214317","14"
"Beale, Henry Wolfgang Amadeus","Category:Beale, Henry Wolfgang Amadeus","210915","14"
"Beauchamp, Pierre","Category:Beauchamp, Pierre","131508","14"
"Beaumont, Alex S.","Category:Beaumont, Alex S.","164152","14"
"Beauplan, Amédée de","Category:Beauplan, Amédée de","419133","14"
"Beaupuis, Emanuel de","Category:Beaupuis, Emanuel de","328712","14"
"Beauquier, Charles","Category:Beauquier, Charles","451587","14"
"Beauvarlet-Charpentier, Jacques-Marie","Category:Beauvarlet-Charpentier, Jacques-Marie","248086","14"
"Beauvarlet-Charpentier, Jean-Jacques","Category:Beauvarlet-Charpentier, Jean-Jacques","216712","14"
"Beber, Ambrosius","Category:Beber, Ambrosius","111981","14"
"Becchi, Antonio di","Category:Becchi, Antonio di","441967","14"
"Bechem, F. C. A.","Category:Bechem, F. C. A.","236541","14"
"Bechgaard, Julius","Category:Bechgaard, Julius","74847","14"
"Beck, Franz Ignaz","Category:Beck, Franz Ignaz","198775","14"
"Becker, Albert","Category:Becker, Albert","52188","14"
"Becker, Carl Ferdinand","Category:Becker, Carl Ferdinand","163691","14"
"Becker, D.G.","Category:Becker, D.G.","391115","14"
"Becker, Dietrich","Category:Becker, Dietrich","6416","14"
"Becker, Jean","Category:Becker, Jean","130785","14"
"Becker, John J.","Category:Becker, John J.","437274","14"
"Becker, Reinhold","Category:Becker, Reinhold","212723","14"
"Becker, René Louis","Category:Becker, René Louis","30719","14"
"Becker, Wilhelm Gottlieb","Category:Becker, Wilhelm Gottlieb","23726","14"
"Beckmann, Gustav","Category:Beckmann, Gustav","316414","14"
